Name,DR,Black_Clip,White_Clip,20_245,20_250,15_245,15_250
day-03158,180.93859999999998,0.00018277807710727969,0.0,2.6186841475095783,2.6186841475095783,0.6737532926245211,0.6737532926245211
day-02186,178.5224,0.0002046665469348659,0.0,1.4385775862068966,1.4385401700191571,0.5348456956417624,0.534808279454023
night-08463,73.70309399999994,0.0007307381465517242,0.0,29.7481329322318,29.7481329322318,16.275162386254788,16.275162386254788
day-02097,164.9454,0.0005307486230842911,0.0,0.4085099377394636,0.4085099377394636,0.20640639966475097,0.20640639966475097
night-12703,72.0958,0.0010274485153256704,0.0,21.004980094588124,21.00496138649425,6.561171725335249,6.561153017241379
day-01364,198.57359999999994,0.0017469618055555556,0.0,1.8747380866858236,1.8747380866858236,1.1819960787835249,1.1819960787835249
night-06147,128.07619999999997,0.00013357579022988506,0.0,13.339955998563218,13.339955998563218,2.672507333572797,2.672507333572797
night-04218,63.851600000000005,6.02400622605364e-05,0.0,30.60756405651341,30.60756405651341,14.417691870210728,14.417691870210728
night-11260,55.5937039999999,0.007262107878352491,0.0,79.5532507183908,79.55267076748085,63.2000942887931,63.199514337883144
night-14345,142.90079999999998,4.0035320881226055e-05,0.0,5.2514180735153255,5.251399365421456,0.5885753412356322,0.5885566331417624
day-00421,201.6406,0.0008731067409003832,0.0,4.321083273467433,4.321083273467433,1.539900622605364,1.539900622605364
night-09610,85.29033599999993,0.00010027538314176246,0.0,23.164193456657088,23.164156040469347,2.6856591235632186,2.685621707375479
night-13101,98.05387199999988,1.0850694444444445e-05,0.0,9.644471384099617,9.644359135536398,1.4041359853927202,1.4040237368295019
day-05684,194.76379999999997,0.001082450311302682,0.0,2.76717028855364,2.76717028855364,1.4185038014846743,1.4185038014846743
night-12505,110.61720000000001,0.0002493788912835249,0.0,7.418189505507663,7.418170797413793,2.9873458453065136,2.9873271372126435
day-03704,150.7662,0.002599676724137931,0.0,0.5804186123084292,0.5804186123084292,0.4342522749042146,0.4342522749042146
night-16441,146.86659999999998,0.00018072018678160919,0.0,9.265202197078544,9.265202197078544,1.7130627394636015,1.7130627394636015
night-08175,71.0052,0.00023534782088122607,0.0,55.03908120809387,55.03904379190613,31.22625942887931,31.226222012691572
night-07641,53.860800000000005,0.0005513275263409962,0.0,67.6582330579502,67.65737248563218,50.144538733237546,50.14367816091954
night-06923,105.52239999999999,2.7687978927203064e-05,0.0,0.9302599676724138,0.9302599676724138,0.383927502394636,0.383927502394636
night-04058,52.7766,6.884578544061303e-05,0.0,46.45066301484675,46.450588182471265,29.216130866858236,29.216056034482758
day-03000,162.39256399999968,0.0012816915110153257,0.0,0.5867419480363985,0.5867419480363985,0.30539092432950193,0.30539092432950193
night-15595,49.6442,0.12924580190373564,0.0,83.94602340756705,83.94349781489464,72.08933863146552,72.08681303879311
night-13251,70.8236,0.0012873039391762453,0.0,40.11303430316092,40.11294076269157,20.002450760296934,20.002357219827587
night-09138,79.8464,2.5068845785440614e-05,0.0,14.88277508381226,14.88275637571839,2.1868265086206895,2.18680780052682
night-15955,84.4089779999999,1.6276041666666666e-05,0.0,15.789294480363985,15.789275772270114,3.184435614224138,3.1844169061302683
night-12319,94.31219799999985,1.4592313218390804e-05,0.0,0.2015422952586207,0.2015422952586207,0.06508545857279693,0.06508545857279693
night-08346,73.53120799999981,0.0007249386374521073,0.0,29.649634818007662,29.649616109913794,16.352146192528735,16.352127484434867
night-07123,102.35419999999999,1.309566570881226e-06,0.0,7.384982638888889,7.384982638888889,0.4876451748084291,0.4876451748084291
night-06336,107.8544,0.0004411368534482759,0.0,36.09032641882184,36.09032641882184,14.161933518917625,14.161933518917625
night-12847,54.209799999999994,0.013342986709770115,0.0,79.20799284602491,79.20705744133141,63.23926903735632,63.23833363266284
day-05268,151.7524,0.0002628487188697318,0.0,26.94551080579502,26.94551080579502,14.169753502155173,14.169753502155173
night-13290,68.94619999999999,0.0007655352011494253,0.0,40.709934746168585,40.70989732998084,12.615354106800766,12.615316690613026
night-12990,91.52101999999992,5.61242816091954e-06,0.0,7.7578349497126435,7.757778825431035,0.25712404214559387,0.2570679178639847
night-12971,69.0,0.0001060748922413793,0.0,43.55947677203065,43.559308399185824,28.015782147988507,28.015613775143677
night-07524,52.983999999999995,0.0007249386374521073,0.0,77.83259249281609,77.83259249281609,58.04928834410919,58.04928834410919
day-03574,133.05259999999998,0.002031886075191571,0.0,0.3446405052681992,0.3446405052681992,0.2752708931992337,0.2752708931992337
night-08558,75.842,0.00036218869731800764,0.0,24.94348284841954,24.94338930795019,13.085862667624522,13.085769127155173
night-06772,91.39165199999997,0.00014087194683908046,0.0,26.879003532088124,26.879003532088124,9.994593360871647,9.994593360871647
night-08431,77.53939999999999,0.004959328603927203,0.0,41.05945806393678,41.05936452346743,26.97254400143678,26.972450460967433
day-01147,200.86239999999998,1.6650203544061304e-05,0.0,3.311182950191571,3.311182950191571,0.6859509698275862,0.6859509698275862
day-01927,39.3638,0.01357702496408046,0.0,53.0118908644636,53.0118908644636,34.958767361111114,34.958767361111114
day-00637,173.79139999999995,0.003558653615900383,0.0,1.0822819384578544,1.0822819384578544,0.7477063876915708,0.7477063876915708
day-00298,204.19819999999999,0.004561033285440613,0.0,5.780127514367816,5.780127514367816,1.7479907507183907,1.7479907507183907
day-01939,34.7164,0.02967421725335249,0.0,71.99600395114942,71.99581687021073,57.70867007902299,57.70848299808429
day-01794,175.05263999999997,0.0004166292504789272,0.0,0.9158921515804598,0.9158921515804598,0.4115780651340996,0.4115780651340996
night-10727,52.0774,0.0003322557471264368,0.0,32.95324099018199,32.95324099018199,14.301552023467433,14.301552023467433
night-15645,65.87799999999999,0.013336813038793104,0.0,62.90974467193487,62.90740616020115,47.11614732998084,47.11380881824713
day-00613,189.2114,0.0016986949233716475,0.0,0.8191900143678161,0.8191900143678161,0.372141403256705,0.372141403256705
night-13238,104.46092599999999,1.2347341954022988e-05,0.0,10.447067319204981,10.447029903017242,2.7402493414750957,2.7402119252873565
night-13380,81.0396,3.5358297413793106e-05,0.0,26.295853538074713,26.295853538074713,2.9032155471743293,2.9032155471743293
night-14841,73.1284,1.0476532567049808e-05,0.0,5.639760686063219,5.639741977969349,0.5677719408524904,0.5677532327586207
night-14092,74.75733399999979,6.996827107279693e-05,0.0,11.26608896072797,11.2660702526341,1.7994380088601531,1.7994193007662835
day-01129,182.57119999999998,0.0004443172294061303,0.0,4.596971533764368,4.596971533764368,1.1894606082375478,1.1894606082375478
day-03442,180.1456,0.0011529798251915708,0.0,0.7529072377873564,0.7529072377873564,0.34858791307471265,0.34858791307471265
night-02973,70.3394,2.1140146072796936e-05,0.0,7.770780950670498,7.770780950670498,0.34628681752873564,0.34628681752873564
day-02861,183.9174,0.00028698215996168585,0.0,1.6521678939176245,1.6521678939176245,0.8131098838601533,0.8131098838601533
night-15061,65.3726,5.61242816091954e-07,0.0,0.7573597641283525,0.7573410560344828,0.054272180316091954,0.054253472222222224
night-06452,49.44879999999999,0.01282926245210728,0.0,71.44063547653256,71.44035485512453,51.22285455579502,51.22257393438697
night-12289,103.80579999999999,0.0007176424808429119,0.0,6.979428579980843,6.979428579980843,1.8324952107279693,1.8324952107279693
day-03527,156.8056,0.0023951972581417623,0.0,0.45849796455938696,0.45849796455938696,0.3525353208812261,0.3525353208812261
day-03316,170.13439999999997,0.0005071764248084291,0.0,0.32537116858237547,0.32537116858237547,0.16358357279693486,0.16358357279693486
day-04786,168.008,0.0007303639846743295,0.0,0.40519860512452105,0.40519860512452105,0.20438592552681992,0.20438592552681992
